brand_Activia,brand_Alnatura,brand_Danone,brand_Ecke-Mit-Was-Drin,brand_Ja!,brand_Mueller,brand_Oikos,brand_Rewe,flavour_chocolate,flavour_raspberry,flavour_straciatella,flavour_strawberry,product_id,price,volume_per_joghurt_g,packsize,Avg_Price_by_Brand,Avg_Price_by_Product,Total_volum_pack,predicted_units,revenue
False,False,False,False,False,False,True,False,True,False,False,False,1,3.1752000000000002,1000,1,4.218249999999999,3.9170000000000003,1000,1226.8375,3895.4545075195315
False,True,False,False,False,False,False,False,False,False,False,True,2,4.9686,1000,1,4.937,4.583,1000,1439.1595,7150.6081197509775
False,True,False,False,False,False,False,False,False,False,False,True,2,4.5962000000000005,1000,1,4.937,4.583,1000,1443.576,6634.964240112306
False,True,False,False,False,False,False,False,False,False,False,True,2,3.6456,1000,1,4.937,4.583,1000,1370.0795,4994.761707714843
False,True,False,False,False,False,False,False,False,False,False,True,2,3.6456,1000,1,4.937,4.583,1000,1370.0795,4994.761707714843
False,True,False,False,False,False,False,False,False,False,False,True,2,5.086200000000001,1000,1,4.937,4.583,1000,1299.017,6607.060101489259
False,True,False,False,False,False,False,False,False,False,False,True,2,4.2728,1000,1,4.937,4.583,1000,1406.6586,6010.370735058594
False,True,False,False,False,False,False,False,False,False,False,True,2,5.439,1000,1,4.937,4.583,1000,1395.0925,7587.908266845703
False,True,False,False,False,False,False,False,False,False,False,True,2,4.949,1000,1,4.937,4.583,1000,1477.5316,7312.30396862793
False,True,False,False,False,False,False,False,False,False,False,True,2,3.4397999999999995,1000,1,4.937,4.583,1000,1231.8646,4237.36793371582
False,True,False,False,False,False,False,False,False,False,False,True,2,4.8706,1000,1,4.937,4.583,1000,1499.789,7304.872013256835
False,False,False,False,False,True,False,False,False,False,True,False,3,2.646,500,6,5.5912500000000005,5.997999999999999,3000,1437.5723,3803.81621484375
False,False,False,False,False,True,False,False,False,False,True,False,3,5.1744,500,6,5.5912500000000005,5.997999999999999,3000,1135.9319,5877.76594453125
False,False,False,False,False,True,False,False,False,False,True,False,3,5.2136000000000005,500,6,5.5912500000000005,5.997999999999999,3000,1151.426,6003.074725976563
False,False,False,False,False,True,False,False,False,False,True,False,3,7.957599999999999,500,6,5.5912500000000005,5.997999999999999,3000,1220.9767,9716.044065136717
False,False,False,False,False,True,False,False,False,False,True,False,3,5.5958,500,6,5.5912500000000005,5.997999999999999,3000,1225.2185,6856.07771508789
False,False,False,False,False,True,False,False,False,False,True,False,3,7.1834,500,6,5.5912500000000005,5.997999999999999,3000,1268.059,9108.974732983399
False,False,False,False,False,True,False,False,False,False,True,False,3,5.145,500,6,5.5912500000000005,5.997999999999999,3000,1135.9319,5844.36954711914
False,False,False,False,False,True,False,False,False,False,True,False,3,6.879599999999999,500,6,5.5912500000000005,5.997999999999999,3000,1325.7728,9120.786741650389
False,False,False,False,False,True,False,False,False,False,True,False,3,6.8208,500,6,5.5912500000000005,5.997999999999999,3000,1325.7728,9042.831299414063
False,False,False,False,False,True,False,False,False,False,True,False,3,6.1642,500,6,5.5912500000000005,5.997999999999999,3000,1327.2253,8181.282451904297
False,False,True,False,False,False,False,False,False,False,True,False,4,2.254,150,6,4.215,4.269,900,1691.8961,3813.533850341797
False,False,True,False,False,False,False,False,False,False,True,False,4,3.528,150,6,4.215,4.269,900,1627.1595,5740.618877929687
False,False,True,False,False,False,False,False,False,False,True,False,4,3.871,150,6,4.215,4.269,900,1506.8983,5833.20337902832
False,False,True,False,False,False,False,False,False,False,True,False,4,5.3606,150,6,4.215,4.269,900,1552.6056,8322.897530151367
False,False,True,False,False,False,False,False,False,False,True,False,4,4.2826,150,6,4.215,4.269,900,1509.7776,6465.773497900391
False,False,True,False,False,False,False,False,False,False,True,False,4,4.547199999999999,150,6,4.215,4.269,900,1568.5526,7132.522438671874
False,False,True,False,False,False,False,False,False,False,True,False,4,4.1258,150,6,4.215,4.269,900,1635.5737,6748.0500971679685
False,False,True,False,False,False,False,False,False,False,True,False,4,4.9098,150,6,4.215,4.269,900,1564.6981,7682.3548301513665
False,False,True,False,False,False,False,False,False,False,True,False,4,4.6452,150,6,4.215,4.269,900,1472.1398,6838.383661962891
False,False,True,False,False,False,False,False,False,False,True,False,4,4.312,150,6,4.215,4.269,900,1501.5005,6474.47010546875
False,False,True,False,False,False,False,False,False,False,False,True,5,1.5876000000000001,150,1,4.215,1.7280000000000002,150,1765.9795,2803.6690417968753
False,False,True,False,False,False,False,False,False,False,False,True,5,1.6267999999999998,150,1,4.215,1.7280000000000002,150,1249.0596,2031.9701089843747
False,False,True,False,False,False,False,False,False,False,False,True,5,1.4994,150,1,4.215,1.7280000000000002,150,1931.7594,2896.4800434814456
False,False,True,False,False,False,False,False,False,False,False,True,5,1.9796,150,1,4.215,1.7280000000000002,150,1599.753,3166.871141259766
False,False,True,False,False,False,False,False,False,False,False,True,5,1.6758,150,1,4.215,1.7280000000000002,150,1412.2897,2366.7150337646485
False,False,True,False,False,False,False,False,False,False,False,True,5,1.617,150,1,4.215,1.7280000000000002,150,1765.9795,2855.5888388671874
False,False,True,False,False,False,False,False,False,False,False,True,5,1.5288,150,1,4.215,1.7280000000000002,150,1931.7594,2953.2737698242186
False,False,True,False,False,False,False,False,False,False,False,True,5,1.7444,150,1,4.215,1.7280000000000002,150,1384.2614,2414.7055033691404
False,False,True,False,False,False,False,False,False,False,False,True,5,1.4307999999999998,150,1,4.215,1.7280000000000002,150,1931.7594,2763.96134868164
False,False,True,False,False,False,False,False,False,False,False,True,5,2.2442,150,1,4.215,1.7280000000000002,150,1344.2303,3016.721744018555
False,True,False,False,False,False,False,False,False,True,False,False,6,6.7816,500,6,4.937,6.2090000000000005,3000,943.8081,6400.529048046875
False,True,False,False,False,False,False,False,False,True,False,False,6,6.6052,500,6,4.937,6.2090000000000005,3000,934.3061,6171.278594311523
False,True,False,False,False,False,False,False,False,True,False,False,6,6.027,500,6,4.937,6.2090000000000005,3000,934.83356,5634.241848815918
False,True,False,False,False,False,False,False,False,True,False,False,6,5.9388,500,6,4.937,6.2090000000000005,3000,1342.276,7971.5087145996085
False,True,False,False,False,False,False,False,False,True,False,False,6,6.3112,500,6,4.937,6.2090000000000005,3000,1170.0475,7384.403689550782
False,True,False,False,False,False,False,False,False,True,False,False,6,5.3802,500,6,4.937,6.2090000000000005,3000,1165.1622,6268.805837622071
False,True,False,False,False,False,False,False,False,True,False,False,6,8.036,500,6,4.937,6.2090000000000005,3000,305.61285,2455.9048947753904
False,True,False,False,False,False,False,False,False,True,False,False,6,6.1642,500,6,4.937,6.2090000000000005,3000,1279.9988,7890.168475341797
False,True,False,False,False,False,False,False,False,True,False,False,6,4.380599999999999,500,6,4.937,6.2090000000000005,3000,1167.5336,5114.497553833007
False,True,False,False,False,False,False,False,False,True,False,False,6,5.2234,500,6,4.937,6.2090000000000005,3000,1108.4865,5790.0681239501955
False,False,False,False,False,False,False,True,False,False,False,True,7,7.3304,1000,6,6.18,7.131428571428572,6000,751.99524,5512.4259018554685
False,False,False,False,False,False,False,True,False,False,False,True,7,4.997999999999999,1000,6,6.18,7.131428571428572,6000,1421.0804,7102.560060791015
False,False,False,False,False,False,False,True,False,False,False,True,7,6.3112,1000,6,6.18,7.131428571428572,6000,954.51434,6024.13092319336
False,False,False,False,False,False,False,True,False,False,False,True,7,8.4182,1000,6,6.18,7.131428571428572,6000,264.02972,2222.6550235961918
False,False,False,False,False,False,False,True,False,False,False,True,7,7.4284,1000,6,6.18,7.131428571428572,6000,804.42413,5975.584231811524
False,False,False,False,False,False,False,True,False,False,False,True,7,7.4578,1000,6,6.18,7.131428571428572,6000,804.42413,5999.234301330566
False,False,False,False,False,False,False,True,False,False,False,True,7,6.9776,1000,6,6.18,7.131428571428572,6000,713.2882,4977.039800195313
False,True,False,False,False,False,False,False,False,False,True,False,8,2.989,150,6,4.937,4.019,900,1588.5334,4748.126473876953
False,True,False,False,False,False,False,False,False,False,True,False,8,3.332,150,6,4.937,4.019,900,1434.8035,4780.765151367187
False,True,False,False,False,False,False,False,False,False,True,False,8,3.332,150,6,4.937,4.019,900,1434.8035,4780.765151367187
False,True,False,False,False,False,False,False,False,False,True,False,8,3.8906,150,6,4.937,4.019,900,1468.8597,5714.745709155273
False,True,False,False,False,False,False,False,False,False,True,False,8,4.655,150,6,4.937,4.019,900,1422.7913,6623.093314208984
False,True,False,False,False,False,False,False,False,False,True,False,8,4.4296,150,6,4.937,4.019,900,1502.4756,6655.36585546875
False,True,False,False,False,False,False,False,False,False,True,False,8,5.086200000000001,150,6,4.937,4.019,900,1362.4957,6929.92576940918
False,True,False,False,False,False,False,False,False,False,True,False,8,5.096,150,6,4.937,4.019,900,1362.4957,6943.278227539063
False,True,False,False,False,False,False,False,False,False,True,False,8,3.626,150,6,4.937,4.019,900,1303.1082,4725.070167480469
False,True,False,False,False,False,False,False,False,False,True,False,8,2.9497999999999998,150,6,4.937,4.019,900,1565.1328,4616.8287703125
True,False,False,False,False,False,False,False,False,False,False,False,9,7.7714,1000,6,5.899,6.720000000000001,6000,464.8988,3612.9145631591796
True,False,False,False,False,False,False,False,False,False,False,False,9,5.341,1000,6,5.899,6.720000000000001,6000,1303.2943,6960.89491784668
True,False,False,False,False,False,False,False,False,False,False,False,9,7.742,1000,6,5.899,6.720000000000001,6000,537.2274,4159.214662353515
True,False,False,False,False,False,False,False,False,False,False,False,9,6.8306,1000,6,5.899,6.720000000000001,6000,785.01526,5362.12522668457
True,False,False,False,False,False,False,False,False,False,False,False,9,5.654599999999999,1000,6,5.899,6.720000000000001,6000,726.83325,4109.95130649414
True,False,False,False,False,False,False,False,False,False,False,False,9,6.125,1000,6,5.899,6.720000000000001,6000,1003.9706,6149.319808959961
True,False,False,False,False,False,False,False,False,False,False,False,9,6.3504000000000005,1000,6,5.899,6.720000000000001,6000,832.46875,5286.509550000001
True,False,False,False,False,False,False,False,False,False,False,False,9,7.849799999999999,1000,6,5.899,6.720000000000001,6000,531.0411,4168.566243566894
True,False,False,False,False,False,False,False,False,False,False,False,9,4.2924,1000,6,5.899,6.720000000000001,6000,1501.9702,6447.056950195312
True,False,False,False,False,False,False,False,False,False,False,False,9,7.8988000000000005,1000,6,5.899,6.720000000000001,6000,415.3363,3280.6583957519533
False,False,False,False,False,True,False,False,True,False,False,False,10,3.2731999999999997,1000,6,5.5912500000000005,7.107000000000001,6000,1468.0022,4805.064792089844
False,False,False,False,False,True,False,False,True,False,False,False,10,5.889799999999999,1000,6,5.5912500000000005,7.107000000000001,6000,1410.5029,8307.580155273436
False,False,False,False,False,True,False,False,True,False,False,False,10,6.4876,1000,6,5.5912500000000005,7.107000000000001,6000,1211.3854,7858.983765185546
False,False,False,False,False,True,False,False,True,False,False,False,10,9.2316,1000,6,5.5912500000000005,7.107000000000001,6000,934.21497,8624.298878466798
False,False,False,False,False,True,False,False,True,False,False,False,10,6.3994,1000,6,5.5912500000000005,7.107000000000001,6000,1244.2587,7962.508913549805
False,False,False,False,False,True,False,False,True,False,False,False,10,8.82,1000,6,5.5912500000000005,7.107000000000001,6000,1137.4647,10032.438845214843
False,False,False,False,False,True,False,False,True,False,False,False,10,5.6644000000000005,1000,6,5.5912500000000005,7.107000000000001,6000,1513.1115,8570.868498486328
False,False,False,False,False,True,False,False,True,False,False,False,10,7.7028,1000,6,5.5912500000000005,7.107000000000001,6000,1143.8002,8810.463956396485
False,False,False,False,False,True,False,False,True,False,False,False,10,8.526,1000,6,5.5912500000000005,7.107000000000001,6000,1160.633,9895.557440917968
False,False,False,False,False,True,False,False,True,False,False,False,10,7.6537999999999995,1000,6,5.5912500000000005,7.107000000000001,6000,1251.2474,9576.797629663086
False,False,False,False,True,False,False,False,False,False,False,False,11,6.3896,500,6,5.9055,6.221,3000,784.47437,5012.477404101563
False,False,False,False,True,False,False,False,False,False,False,False,11,5.8016,500,6,5.9055,6.221,3000,814.25256,4723.967672265625
False,False,False,False,True,False,False,False,False,False,False,False,11,6.37,500,6,5.9055,6.221,3000,784.47437,4997.101706542969
False,False,False,False,True,False,False,False,False,False,False,False,11,7.1344,500,6,5.9055,6.221,3000,791.3436,5645.761979101563
False,False,False,False,True,False,False,False,False,False,False,False,11,5.4292,500,6,5.9055,6.221,3000,1184.0767,6428.589003320312
False,False,False,False,True,False,False,False,False,False,False,False,11,4.8313999999999995,500,6,5.9055,6.221,3000,1134.3567,5480.530909423827
False,False,False,False,True,False,False,False,False,False,False,False,11,5.831,500,6,5.9055,6.221,3000,814.25256,4747.906697631836
False,False,False,False,True,False,False,False,False,False,False,False,11,5.723199999999999,500,6,5.9055,6.221,3000,791.9521,4532.500186621093
False,False,False,False,True,False,False,False,False,False,False,False,11,5.8408,500,6,5.9055,6.221,3000,636.67487,3718.6905557128903
False,False,False,False,True,False,False,False,False,False,False,False,11,7.614599999999999,500,6,5.9055,6.221,3000,536.39343,4084.4214320068354
False,False,False,True,False,False,False,False,False,False,True,False,12,2.842,500,6,6.343,5.569999999999999,3000,1358.0101,3859.4647946777345
False,False,False,True,False,False,False,False,False,False,True,False,12,3.2046,500,6,6.343,5.569999999999999,3000,1359.7583,4357.481450683594
False,False,False,True,False,False,False,False,False,False,True,False,12,5.928999999999999,500,6,6.343,5.569999999999999,3000,1558.399,9239.747954711913
False,False,False,True,False,False,False,False,False,False,True,False,12,5.448799999999999,500,6,6.343,5.569999999999999,3000,1265.9321,6897.810983984375
False,False,False,True,False,False,False,False,False,False,True,False,12,6.752199999999999,500,6,6.343,5.569999999999999,3000,1493.0571,10081.42034580078
False,False,False,True,False,False,False,False,False,False,True,False,12,7.0363999999999995,500,6,6.343,5.569999999999999,3000,1303.3143,9170.640959033202
False,False,False,True,False,False,False,False,False,False,True,False,12,5.7623999999999995,500,6,6.343,5.569999999999999,3000,1297.8497,7478.729292480468
False,False,False,True,False,False,False,False,False,False,True,False,12,8.1144,500,6,6.343,5.569999999999999,3000,1061.8033,8615.897060449219
False,False,False,True,False,False,False,False,False,False,True,False,12,5.3214,500,6,6.343,5.569999999999999,3000,1434.8352,7635.332060302734
False,False,False,True,False,False,False,False,False,False,True,False,12,4.174799999999999,500,6,6.343,5.569999999999999,3000,1505.2391,6284.072343896483
False,False,True,False,False,False,False,False,True,False,False,False,13,2.3422,150,6,4.215,4.311,900,2059.8208,4824.512279589844
False,False,True,False,False,False,False,False,True,False,False,False,13,3.6064000000000003,150,6,4.215,4.311,900,1736.8656,6263.832101953126
False,False,True,False,False,False,False,False,True,False,False,False,13,4.165,150,6,4.215,4.311,900,1624.8016,6767.298812866211
False,False,True,False,False,False,False,False,True,False,False,False,13,4.997999999999999,150,6,4.215,4.311,900,1499.7578,7495.789546874999
False,False,True,False,False,False,False,False,True,False,False,False,13,4.2826,150,6,4.215,4.311,900,1433.995,6141.226966088868
False,False,True,False,False,False,False,False,True,False,False,False,13,4.557,150,6,4.215,4.311,900,1567.6506,7143.783942626954
False,False,True,False,False,False,False,False,True,False,False,False,13,3.9886000000000004,150,6,4.215,4.311,900,1689.7367,6739.683779028321
False,False,True,False,False,False,False,False,True,False,False,False,13,4.9294,150,6,4.215,4.311,900,1488.5251,7337.535857080078
False,False,True,False,False,False,False,False,True,False,False,False,13,5.096,150,6,4.215,4.311,900,1433.8665,7306.983455078125
False,False,True,False,False,False,False,False,True,False,False,False,13,4.2826,150,6,4.215,4.311,900,1433.995,6141.226966088868
False,False,False,False,False,False,False,True,False,False,False,False,14,8.5848,1000,6,6.18,7.4125000000000005,6000,255.97469,2197.4914815307616
False,False,False,False,False,False,False,True,False,False,False,False,14,6.879599999999999,1000,6,6.18,7.4125000000000005,6000,964.1108,6632.6965138916
False,False,False,False,False,False,False,True,False,False,False,False,14,5.9584,1000,6,6.18,7.4125000000000005,6000,1036.9557,6178.59677421875
False,False,False,False,False,False,False,True,False,False,False,False,14,7.5754,1000,6,6.18,7.4125000000000005,6000,315.853,2392.7127921569827
False,False,False,False,False,False,False,True,False,False,False,False,14,7.2128000000000005,1000,6,6.18,7.4125000000000005,6000,811.1189,5850.438376562501
False,False,False,False,False,False,False,True,False,False,False,False,14,7.9674000000000005,1000,6,6.18,7.4125000000000005,6000,420.2917,3348.6319870971683
False,False,False,False,False,False,False,True,False,False,False,False,14,6.615,1000,6,6.18,7.4125000000000005,6000,1041.0073,6886.263449707031
False,False,False,False,False,False,False,True,False,False,False,False,14,7.3206,1000,6,6.18,7.4125000000000005,6000,774.3592,5668.773900183105
False,False,False,False,False,False,True,False,True,False,False,False,15,2.2638,500,6,4.218249999999999,5.37,3000,1404.3015,3179.0577666503905
False,False,False,False,False,False,True,False,True,False,False,False,15,2.6754,500,6,4.218249999999999,5.37,3000,1487.4521,3979.5294779296873
False,False,False,False,False,False,True,False,True,False,False,False,15,4.2139999999999995,500,6,4.218249999999999,5.37,3000,1281.5986,5400.656638671874
False,False,False,False,False,False,True,False,True,False,False,False,15,6.125,500,6,4.218249999999999,5.37,3000,1613.6171,9883.404525756836
False,False,False,False,False,False,True,False,True,False,False,False,15,6.37,500,6,4.218249999999999,5.37,3000,1180.5814,7520.303651123047
False,False,False,False,False,False,True,False,True,False,False,False,15,5.9388,500,6,4.218249999999999,5.37,3000,1713.339,10175.177589404297
False,False,False,False,False,False,True,False,True,False,False,False,15,4.4197999999999995,500,6,4.218249999999999,5.37,3000,1335.3457,5901.960938671874
False,False,False,False,False,False,True,False,True,False,False,False,15,9.0846,500,6,4.218249999999999,5.37,3000,1024.4928,9307.107271362305
False,False,False,False,False,False,True,False,True,False,False,False,15,7.0363999999999995,500,6,4.218249999999999,5.37,3000,1152.157,8107.037391113281
False,False,False,False,False,False,True,False,True,False,False,False,15,4.4982,500,6,4.218249999999999,5.37,3000,1235.184,5556.104488696289
False,False,False,False,True,False,False,False,False,False,True,False,16,2.5284,500,6,5.9055,5.59,3000,1524.7075,3855.0704923828125
False,False,False,False,True,False,False,False,False,False,True,False,16,4.6255999999999995,500,6,5.9055,5.59,3000,1522.2095,7041.132136718749
False,False,False,False,True,False,False,False,False,False,True,False,16,4.2826,500,6,5.9055,5.59,3000,1489.6897,6379.745097509766
False,False,False,False,True,False,False,False,False,False,True,False,16,7.7223999999999995,500,6,5.9055,5.59,3000,1237.8157,9558.907759570311
False,False,False,False,True,False,False,False,False,False,True,False,16,6.1838,500,6,5.9055,5.59,3000,1620.5165,10020.949805883789
False,False,False,False,True,False,False,False,False,False,True,False,16,6.2426,500,6,5.9055,5.59,3000,1583.4469,9884.825614282227
False,False,False,False,True,False,False,False,False,False,True,False,16,5.242999999999999,500,6,5.9055,5.59,3000,1579.4612,8281.114975341796
False,False,False,False,True,False,False,False,False,False,True,False,16,6.5268,500,6,5.9055,5.59,3000,1655.0762,10802.35115859375
False,False,False,False,True,False,False,False,False,False,True,False,16,6.566,500,6,5.9055,5.59,3000,1655.0762,10867.23014453125
False,False,False,False,True,False,False,False,False,False,True,False,16,4.8608,500,6,5.9055,5.59,3000,1359.8174,6609.800334375001
False,False,False,False,False,True,False,False,False,False,False,True,17,3.9004,150,6,5.5912500000000005,4.6579999999999995,900,1505.0519,5870.304352294922
False,False,False,False,False,True,False,False,False,False,False,True,17,4.6942,150,6,5.5912500000000005,4.6579999999999995,900,1298.7384,6096.537812866211
False,False,False,False,False,True,False,False,False,False,False,True,17,4.1062,150,6,5.5912500000000005,4.6579999999999995,900,1310.724,5382.094884790039
False,False,False,False,False,True,False,False,False,False,False,True,17,5.3704,150,6,5.5912500000000005,4.6579999999999995,900,1050.3773,5640.946355761719
False,False,False,False,False,True,False,False,False,False,False,True,17,4.3316,150,6,5.5912500000000005,4.6579999999999995,900,1277.2965,5532.737557470703
False,False,False,False,False,True,False,False,False,False,False,True,17,4.6942,150,6,5.5912500000000005,4.6579999999999995,900,1298.7384,6096.537812866211
False,False,False,False,False,True,False,False,False,False,False,True,17,3.7436,150,6,5.5912500000000005,4.6579999999999995,900,1519.5149,5688.455951855469
False,False,False,False,False,True,False,False,False,False,False,True,17,4.4884,150,6,5.5912500000000005,4.6579999999999995,900,1302.1162,5844.418401171875
False,False,False,False,False,True,False,False,False,False,False,True,17,4.0866,150,6,5.5912500000000005,4.6579999999999995,900,1257.0214,5136.943499194335
False,False,False,False,False,True,False,False,False,False,False,True,17,6.2328,150,6,5.5912500000000005,4.6579999999999995,900,877.21576,5467.510384423828
False,False,False,False,False,False,True,False,False,False,False,False,18,4.2924,1000,1,4.218249999999999,4.2589999999999995,1000,1441.1206,6185.866086914062
False,False,False,False,False,False,True,False,False,False,False,False,18,2.8714,1000,1,4.218249999999999,4.2589999999999995,1000,1410.845,4051.100248876953
False,False,False,False,False,False,True,False,False,False,False,False,18,4.1944,1000,1,4.218249999999999,4.2589999999999995,1000,1425.5718,5979.418262890625
False,False,False,False,False,False,True,False,False,False,False,False,18,4.018,1000,1,4.218249999999999,4.2589999999999995,1000,1470.1373,5907.011788330078
False,False,False,False,False,False,True,False,False,False,False,False,18,3.9984,1000,1,4.218249999999999,4.2589999999999995,1000,1470.1373,5878.197096679688
False,False,False,False,False,False,True,False,False,False,False,False,18,3.3222,1000,1,4.218249999999999,4.2589999999999995,1000,1578.5237,5244.171375146484
False,False,False,False,False,False,True,False,False,False,False,False,18,3.8024,1000,1,4.218249999999999,4.2589999999999995,1000,1501.8567,5710.659875976563
False,False,False,False,False,False,True,False,False,False,False,False,18,5.654599999999999,1000,1,4.218249999999999,4.2589999999999995,1000,1284.5681,7263.718864404296
False,False,False,False,False,False,True,False,False,False,False,False,18,4.508,1000,1,4.218249999999999,4.2589999999999995,1000,1206.9464,5440.9144213867185
False,False,False,False,False,False,True,False,False,False,False,False,18,5.0764,1000,1,4.218249999999999,4.2589999999999995,1000,1012.11786,5137.915098852539
False,False,False,False,False,False,False,False,False,False,False,False,19,8.918,1000,6,7.3925,7.3925,6000,224.22548,1999.6428228454588
False,False,False,False,False,False,False,False,False,False,False,False,19,6.9678,1000,6,7.3925,7.3925,6000,791.33215,5513.844177905274
False,False,False,False,False,False,False,False,False,False,False,False,19,6.5758,1000,6,7.3925,7.3925,6000,1230.2655,8089.979894165039
False,False,False,False,False,False,False,False,False,False,False,False,19,7.5264,1000,6,7.3925,7.3925,6000,278.8654,2098.8524484375
False,False,False,False,False,False,False,False,False,False,False,False,19,8.4672,1000,6,7.3925,7.3925,6000,228.71043,1936.5369864257812
False,False,False,False,False,False,False,False,False,False,False,False,19,7.7126,1000,6,7.3925,7.3925,6000,394.76062,3044.6307587158203
False,False,False,False,False,False,False,False,False,False,False,False,19,4.635400000000001,1000,6,7.3925,7.3925,6000,1159.4958,5374.727061279297
False,False,False,False,False,False,False,False,False,False,False,False,19,7.154,1000,6,7.3925,7.3925,6000,980.2454,7012.675751586914
False,False,False,False,False,False,False,True,True,False,False,False,20,2.0286,500,1,6.18,3.386,500,1627.7645,3302.0831181884764
False,False,False,False,False,False,False,True,True,False,False,False,20,3.4593999999999996,500,1,6.18,3.386,500,1552.2106,5369.717250317382
False,False,False,False,False,False,False,True,True,False,False,False,20,2.1168,500,1,6.18,3.386,500,1683.6976,3564.0511470703127
False,False,False,False,False,False,False,True,True,False,False,False,20,2.9204,500,1,6.18,3.386,500,1684.8192,4920.346032177734
False,False,False,False,False,False,False,True,True,False,False,False,20,4.018,500,1,6.18,3.386,500,1534.2175,6164.4860327148435
False,False,False,False,False,False,False,True,True,False,False,False,20,4.341399999999999,500,1,6.18,3.386,500,1479.9318,6424.975754565428
False,False,False,False,False,False,False,True,True,False,False,False,20,3.5574,500,1,6.18,3.386,500,1389.5137,4943.0559363281245
False,False,False,False,False,False,False,True,True,False,False,False,20,3.6946,500,1,6.18,3.386,500,1660.0107,6133.075688085937
False,False,False,False,False,False,False,True,True,False,False,False,20,3.871,500,1,6.18,3.386,500,1534.4911,5940.015005004882
False,False,False,False,False,False,False,True,True,False,False,False,20,3.1752000000000002,500,1,6.18,3.386,500,1263.8916,4013.10861328125
False,False,True,False,False,False,False,False,False,False,False,True,21,7.0756,1000,6,4.215,7.73875,6000,737.0089,5214.780251611328
False,False,True,False,False,False,False,False,False,False,False,True,21,7.7126,1000,6,4.215,7.73875,6000,151.18402,1166.0218803344726
False,False,True,False,False,False,False,False,False,False,False,True,21,8.3986,1000,6,4.215,7.73875,6000,43.73214,367.2887475387573
False,False,True,False,False,False,False,False,False,False,False,True,21,7.8302000000000005,1000,6,4.215,7.73875,6000,292.3694,2289.310756591797
False,False,True,False,False,False,False,False,False,False,False,True,21,7.124599999999999,1000,6,4.215,7.73875,6000,900.9251,6418.731037731933
False,False,True,False,False,False,False,False,False,False,False,True,21,7.6048,1000,6,4.215,7.73875,6000,337.45242,2566.2581871582033
False,False,True,False,False,False,False,False,False,False,False,True,21,7.7616,1000,6,4.215,7.73875,6000,223.21005,1732.4671434082031
False,False,True,False,False,False,False,False,False,False,False,True,21,7.163799999999999,1000,6,4.215,7.73875,6000,900.9251,6454.047302038573
